Order_ID,Customer_ID,Order_Date,Product_ID,Quantity,Discount,Shipping_Cost,Sales_Channel,Payment_Method,Order_Status,Region
ORD005825,CUST00662,2025-08-15,PROD0113,5,0.1,23.96,In-Store,Credit Card,Delivered,South
ORD005826,CUST01841,2025-11-08,PROD0050,2,0.0,2.44,Mobile App,Credit Card,Cancelled,East
ORD005827,CUST00812,2025-10-17,PROD0112,1,0.25,,Mobile App,COD,Delivered,North
ORD005828,CUST00216,2025-10-03,PROD0061,5,0.0,4.03,In-Store,Debit Card,Pending,South
ORD005829,CUST01777,2026-01-20,PROD0010,3,0.25,24.9,Online,UPI,Delivered,East
ORD005830,CUST00151,2025-08-02,PROD0065,6,0.2,4.5,In-Store,UPI,Delivered,East
ORD005831,CUST01931,2026-01-29,PROD0001,6,0.25,12.56,In-Store,Wallet,Delivered,North
ORD005832,CUST00733,2025-08-11,PROD0027,6,0.0,21.21,In-Store,Credit Card,Pending,East
ORD005833,CUST01200,2025-09-13,PROD0101,2,0.2,0.51,In-Store,Net Banking,Pending,West
ORD005834,CUST00958,2026-01-27,PROD0072,5,0.0,15.11,Online,Net Banking,Cancelled,North
ORD005835,CUST01773,2026-01-21,PROD0091,1,0.05,6.93,Mobile App,COD,Delivered,North
ORD005836,CUST00195,2025-11-26,PROD0001,4,0.3,21.56,Online,Credit Card,Returned,North
ORD005837,CUST00456,2026-01-06,PROD0002,6,0.0,7.09,Mobile App,Wallet,Delivered,East
ORD005838,CUST00773,2026-05-10,PROD0002,5,0.1,17.17,Mobile App,Wallet,Delivered,South
ORD005839,CUST01627,0000-00-00,PROD0017,2,0.0,16.86,Online,Net Banking,Delivered,South
ORD005840,CUST01753,2026-05-29,PROD0026,1,0.25,5.54,Mobile App,UPI,Pending,East
ORD005841,CUST01221,2026-03-06,PROD0050,4,0.0,0.87,Mobile App,Wallet,Cancelled,West
ORD005842,CUST00779,2025-10-27,PROD0007,1,0.1,10.23,Mobile App,COD,Delivered,West
ORD005843,CUST00429,2026-06-26,PROD0038,4,0.0,7.23,Mobile App,Wallet,Delivered,South
ORD005844,CUST00673,2025-11-12,PROD0108,3,0.15,20.22,In-Store,Net Banking,Delivered,North
ORD005845,CUST00966,2025-07-13,PROD0082,5,0.2,20.01,Online,COD,Delivered,South
ORD005846,CUST01678,2026-07-15,PROD0092,1,0.3,11.43,Online,Wallet,Delivered,East
ORD005847,CUST00681,2026-05-16,PROD0080,5,0.05,15.16,Mobile App,Wallet,Delivered,South
ORD005848,CUST01691,2025-11-12,PROD0050,1,0.0,15.11,In-Store,Credit Card,Delivered,North
ORD005849,CUST00404,2025-10-19,PROD0049,2,0.0,20.68,In-Store,Net Banking,Delivered,East
ORD005850,CUST00069,2026-07-04,PROD0093,5,0.0,10.63,In-Store,Net Banking,Delivered,East
ORD005851,CUST01643,2025-09-13,PROD0065,6,0.0,6.89,Mobile App,UPI,Delivered,West
ORD005852,CUST00954,2026-04-22,PROD0114,1,0.3,6.63,Online,Net Banking,Delivered,South
ORD005853,CUST01018,2026-05-01,PROD0114,6,0.0,13.4,In-Store,COD,Delivered,East
ORD005854,CUST01066,2025-11-08,PROD0057,5,0.2,11.23,Online,Credit Card,Pending,South
ORD005855,CUST00740,2026-01-28,PROD0058,2,0.0,11.0,In-Store,Net Banking,Delivered,West
ORD005856,CUST01683,2025-12-06,PROD0046,2,0.15,2.28,In-Store,Net Banking,Delivered,North
ORD005857,CUST01569,2026-07-03,PROD0042,5,0.3,17.97,In-Store,Credit Card,Delivered,North
ORD005858,CUST00945,2025-08-18,PROD0117,5,0.2,5.34,Online,COD,Delivered,South
ORD005859,CUST01454,2025-12-14,PROD0034,1,0.0,4.92,Mobile App,Debit Card,Delivered,North
ORD005860,CUST01249,2025-11-27,PROD0006,1,0.0,10.32,In-Store,COD,Delivered,West
ORD005861,CUST00659,2026-02-09,PROD0009,4,0.05,5.69,Mobile App,Net Banking,Pending,West
ORD005862,CUST00176,2026-04-24,PROD0019,4,0.1,14.6,In-Store,Credit Card,Delivered,South
ORD005863,CUST01103,2026-03-08,PROD0108,3,0.3,9.29,Online,Debit Card,Delivered,North
ORD005864,CUST00143,2026-02-02,PROD0031,6,0.25,11.22,In-Store,UPI,Delivered,South
ORD005865,CUST00204,2025-07-03,PROD0085,2,0.25,13.43,In-Store,COD,Pending,North
ORD005866,CUST01487,2025-07-18,PROD0106,2,0.3,5.09,In-Store,Wallet,Delivered,South
ORD005867,CUST01443,2026-05-29,PROD0090,5,0.3,3.89,Online,Credit Card,Delivered,West
ORD005868,CUST01316,2026-04-08,PROD0051,3,0.0,22.01,In-Store,Credit Card,Delivered,West
ORD005869,CUST01798,2025-07-13,PROD0078,4,0.05,10.84,Online,Credit Card,Delivered,East
ORD005870,CUST00668,2025-07-06,PROD0001,1,0.0,10.3,In-Store,Wallet,Delivered,West
ORD005871,CUST00708,2025-09-26,PROD0032,5,0.0,0.89,Mobile App,COD,Delivered,South
ORD005872,CUST00316,2025-08-17,PROD0008,3,0.3,12.45,Mobile App,UPI,Delivered,East
ORD005873,CUST00091,2025-11-29,PROD0035,4,0.0,13.85,Online,UPI,Delivered,West
ORD005874,CUST01636,2026-05-22,PROD0032,4,0.05,13.97,Mobile App,Net Banking,Pending,North
ORD005875,CUST00455,2025-08-25,PROD0111,1,0.0,17.68,Mobile App,Credit Card,Delivered,South
ORD005876,CUST00477,2026-03-28,PROD0119,6,0.0,4.44,Online,Credit Card,Delivered,East
ORD005877,CUST01982,2025-09-01,PROD0059,3,0.2,6.31,Online,Wallet,Delivered,West
ORD005878,CUST01141,2025-08-07,PROD0112,2,0.25,20.27,Mobile App,Wallet,Delivered,West
ORD005879,CUST00596,2026-05-19,PROD0054,6,0.25,23.68,Online,UPI,Delivered,North
ORD005880,CUST00678,12-26-2025,PROD0002,2,0.0,3.4,Mobile App,UPI,Delivered,South
ORD005881,CUST00099,2026-01-19,PROD0082,2,0.0,12.44,Online,UPI,Returned,East
ORD005882,CUST00930,2026-06-01,PROD0117,3,0.0,5.35,In-Store,COD,Delivered,South
ORD005883,CUST01129,2025-11-24,PROD0025,2,0.0,1.5,In-Store,Debit Card,Cancelled,South
ORD005884,CUST00617,2025-07-05,PROD0039,4,0.0,8.14,Mobile App,UPI,Delivered,North
ORD005885,CUST01905,2025-07-07,PROD0024,2,0.1,3.59,Online,COD,Pending,South
ORD005886,CUST00405,2026-03-14,PROD0034,2,0.1,17.75,In-Store,COD,Delivered,North
ORD005887,CUST01953,2025-11-13,PROD0106,5,0.1,13.34,In-Store,COD,Returned,South
ORD005888,CUST00630,2026-05-23,PROD0103,2,0.15,3.6,Mobile App,UPI,Delivered,West
ORD005889,CUST01584,2025-12-26,PROD0113,3,0.3,0.23,Mobile App,Wallet,Returned,East
ORD005890,CUST00865,2025-08-24,PROD0019,-3,0.25,20.2,Online,UPI,Delivered,North
ORD005891,CUST01644,2026-01-18,PROD0116,1,0.1,4.4,In-Store,COD,Delivered,East
ORD005892,CUST00850,2026-01-21,PROD0002,4,0.15,15.16,Online,Wallet,Delivered,West
ORD005893,CUST01192,2026-05-28,PROD0053,6,0.05,8.42,Online,Debit Card,Delivered,South
ORD005894,CUST00612,2025-11-27,PROD0010,3,0.1,14.64,Mobile App,UPI,Delivered,South
ORD005895,CUST01914,2026-02-09,PROD0006,3,0.15,7.89,In-Store,COD,Returned,East
ORD005896,CUST01222,2025-11-17,PROD0016,1,0.25,2.17,In-Store,Wallet,Delivered,South
ORD005897,CUST01357,2025-09-19,PROD0072,3,0.3,5.57,Mobile App,COD,Returned,North
ORD005898,CUST00636,2025-08-08,PROD0077,3,0.3,4.7,Online,Net Banking,Delivered,North
ORD005899,CUST01496,2026-01-07,PROD0065,5,0.0,10.7,Mobile App,COD,Returned,North
ORD005900,CUST00296,2026-03-26,PROD0021,6,0.25,16.46,In-Store,Net Banking,Delivered,South
ORD005901,CUST00606,2025-12-06,PROD0059,4,0.25,6.6,In-Store,Debit Card,Delivered,North
ORD005902,CUST00480,2026-01-06,PROD0095,3,0.1,0.3,In-Store,Debit Card,Delivered,East
ORD005903,CUST00424,2026-07-07,PROD0005,6,0.0,12.97,Online,COD,Delivered,South
ORD005904,CUST01310,2026-01-29,PROD0098,6,0.15,15.14,Mobile App,COD,Delivered,South
ORD005905,CUST01042,2026-04-19,PROD0104,3,0.3,24.07,In-Store,COD,Delivered,North
ORD005906,CUST00404,01-06-2026,PROD0095,3,0.25,14.74,Mobile App,Debit Card,Cancelled,North
ORD005907,CUST00084,2026-03-30,PROD0045,6,0.0,11.78,In-Store,Net Banking,Pending,East
ORD005908,CUST01095,2026-01-28,PROD0075,2,0.0,14.34,Online,UPI,Delivered,East
ORD005909,CUST01681,2026-04-06,PROD0001,1,0.3,23.2,In-Store,UPI,Returned,West
ORD005910,CUST01470,2025-07-13,PROD0030,3,0.0,20.71,Mobile App,UPI,Delivered,South
ORD005911,CUST01694,2026-07-11,PROD0093,2,0.2,8.07,In-Store,Net Banking,Delivered,West
ORD005912,CUST01487,2025-07-12,PROD0041,6,0.0,5.93,Mobile App,Credit Card,Delivered,North
ORD005913,CUST01353,2026-01-07,PROD0056,6,0.0,6.57,Online,Credit Card,Delivered,North
ORD005914,CUST00296,09-17-2025,PROD0047,6,0.0,12.61,Mobile App,Net Banking,Returned,North
ORD005915,CUST01274,2025-11-27,PROD0022,-3,0.0,18.6,Mobile App,Credit Card,Delivered,East
ORD005916,CUST00279,2025-12-20,PROD0063,1,0.3,12.58,Online,Debit Card,Delivered,North
ORD005917,CUST01903,2025-09-05,PROD0001,2,0.25,1.69,In-Store,Credit Card,Delivered,North
ORD005918,CUST01056,2026-03-30,PROD0086,2,0.0,,In-Store,Net Banking,Cancelled,South
ORD005919,CUST01827,2025-12-23,PROD0119,1,0.05,20.15,Online,Wallet,Delivered,South
ORD005920,CUST00907,2025-11-19,PROD0065,4,0.1,7.24,Mobile App,Net Banking,Returned,South
ORD005921,CUST01336,2026-01-14,PROD0100,6,0.0,16.6,Mobile App,Wallet,Delivered,East
ORD005922,CUST00458,2026-01-16,PROD0086,6,0.0,10.66,Mobile App,Wallet,Delivered,South
ORD005923,CUST01430,2026-05-02,PROD0106,5,0.25,22.23,Online,UPI,Delivered,East
ORD005924,CUST00873,2026-03-17,PROD0029,1,0.0,21.13,In-Store,COD,Cancelled,East
ORD005925,CUST00709,2026-06-20,PROD0035,3,0.1,13.14,Online,COD,Pending,South
ORD005926,CUST01344,2026-07-31,PROD0031,3,0.1,17.29,Mobile App,Credit Card,Returned,South
ORD005927,CUST00993,2026-02-16,PROD0122,3,0.1,,In-Store,Credit Card,Returned,South
ORD005928,CUST01293,2025-11-06,PROD0021,1,0.15,12.39,Online,Wallet,Delivered,North
ORD005929,CUST01517,2026-05-27,PROD0032,2,0.2,7.83,In-Store,Wallet,Delivered,South
ORD005930,CUST01958,2025-12-05,PROD0019,5,0.3,18.84,Mobile App,UPI,Returned,North
ORD005931,CUST01520,2025-10-15,PROD0117,1,0.0,5.5,Online,Wallet,Delivered,West
ORD005932,CUST00159,2026-03-20,PROD0095,5,0.15,9.71,Online,COD,Returned,North
ORD005933,CUST01974,2025-07-06,PROD0028,1,0.15,21.64,Mobile App,Credit Card,Cancelled,North
ORD005934,CUST00045,2026-01-10,PROD0022,6,0.25,18.11,Mobile App,Credit Card,Delivered,South
ORD005935,CUST00565,2026-05-17,PROD0001,1,0.3,10.1,Online,Credit Card,Delivered,South
ORD005936,CUST01909,2025-12-27,PROD0044,2,0.0,5.37,Mobile App,Debit Card,Delivered,West
ORD005937,CUST01699,06-18-2026,PROD0080,5,0.3,8.9,Online,Debit Card,Delivered,South
ORD005938,CUST01855,2026-04-29,PROD0016,3,0.0,7.1,Mobile App,COD,Delivered,East
ORD005939,CUST00886,2025-09-28,PROD0105,5,0.0,4.4,Online,Debit Card,Delivered,South
ORD005940,CUST01844,2025-08-29,PROD0039,5,0.15,18.58,Mobile App,Wallet,Delivered,West
ORD005941,CUST00484,2026-04-08,PROD0034,5,0.15,6.3,Online,Wallet,Delivered,South
ORD005942,CUST00924,2026-01-08,PROD0030,4,0.0,11.35,Mobile App,Debit Card,Pending,North
ORD005943,CUST00572,2026-07-04,PROD0013,6,0.25,9.65,Mobile App,Debit Card,Delivered,West
ORD005944,CUST01549,2025-07-11,PROD0004,6,0.25,24.55,In-Store,UPI,Delivered,South
ORD005945,CUST00994,2025-08-12,PROD0023,1,0.25,9.78,Online,Wallet,Cancelled,West
ORD005946,CUST01106,2026-06-07,PROD0100,6,0.25,2.0,In-Store,Net Banking,Pending,West
ORD005947,CUST00765,12-22-2025,PROD0112,6,0.0,2.25,In-Store,Net Banking,Pending,South
ORD005948,CUST01127,2026-02-08,PROD0027,3,0.2,14.77,Online,Debit Card,Delivered,South
ORD005949,CUST00437,2025-07-03,PROD0116,3,0.15,14.98,Mobile App,Wallet,Cancelled,North
ORD005950,CUST00192,2025-12-21,PROD0070,6,0.0,10.47,Mobile App,UPI,Delivered,West
ORD005951,CUST01143,2026-04-17,PROD0075,2,0.0,10.8,Online,Net Banking,Delivered,West
ORD005952,CUST00101,2025-07-05,PROD0029,5,0.0,1.35,Mobile App,Net Banking,Cancelled,North
ORD005953,CUST00045,2025-08-21,PROD0073,2,0.0,12.91,In-Store,Credit Card,Delivered,West
ORD005954,CUST01687,2025-11-19,PROD0001,4,0.0,12.62,In-Store,Debit Card,Cancelled,North
ORD005955,CUST00880,2026-02-26,PROD0078,6,0.1,3.74,In-Store,Net Banking,Delivered,North
ORD005956,CUST01498,2025-07-25,PROD0107,1,0.05,2.6,Mobile App,Wallet,Delivered,North
ORD005957,CUST01868,2025-11-16,PROD0033,-1,0.0,3.09,Mobile App,Debit Card,Delivered,South
ORD005958,CUST01748,2025-07-31,PROD0074,2,0.0,2.53,Mobile App,COD,Delivered,North
ORD005959,CUST00202,2025-12-16,PROD0014,1,0.1,15.24,Online,Wallet,Returned,West
ORD005960,CUST00643,2025-07-15,PROD0032,1,0.0,4.91,In-Store,Debit Card,Delivered,East
ORD005961,CUST01901,2026-06-15,PROD0099,6,0.15,6.29,In-Store,UPI,Delivered,East
ORD005962,CUST00636,2026-05-07,PROD0024,6,0.2,4.34,In-Store,Net Banking,Delivered,East
ORD005963,CUST01617,2026-05-14,PROD0069,5,0.2,23.95,In-Store,UPI,Delivered,South
ORD005964,CUST00873,2026-05-13,PROD0016,5,0.0,21.37,Online,COD,Returned,South
ORD005965,CUST00657,2025-11-30,PROD0107,2,0.0,5.76,Online,COD,Delivered,South
ORD005966,CUST00776,2025-10-14,PROD0119,1,0.0,8.19,In-Store,UPI,Delivered,North
ORD005967,CUST00075,2025-08-16,PROD0108,4,0.15,5.25,Online,UPI,Delivered,North
ORD005968,CUST00261,2025-09-13,PROD0036,6,0.0,12.3,In-Store,Credit Card,Delivered,South
ORD005969,CUST00678,2026-07-04,PROD0035,2,0.0,0.49,Online,Credit Card,Returned,East
ORD005970,CUST00607,2025-09-03,PROD0018,5,0.2,16.78,In-Store,Debit Card,Delivered,South
ORD005971,CUST00355,2025-09-01,PROD0081,3,0.0,13.08,In-Store,UPI,Delivered,East
ORD005972,CUST00960,2025-07-07,PROD0060,3,0.0,22.47,Online,Net Banking,Delivered,North
ORD005973,CUST00856,2026-06-10,PROD0012,4,0.1,4.11,In-Store,UPI,Delivered,West
ORD005974,CUST01201,2026-05-17,PROD0110,5,0.25,20.1,In-Store,Wallet,Delivered,South
ORD005975,CUST01387,2025-07-31,PROD0026,4,0.2,19.8,Mobile App,COD,Delivered,East
ORD005976,CUST00998,2025-10-16,PROD0036,2,0.05,3.18,Mobile App,Credit Card,Pending,West
ORD005977,CUST01109,2026-02-20,PROD0024,1,0.0,9.96,In-Store,Debit Card,Delivered,West
ORD005978,CUST01322,2026-02-18,PROD0014,3,0.15,4.25,In-Store,Net Banking,Delivered,North
ORD005979,CUST00048,2026-02-03,PROD0108,3,0.15,6.37,Mobile App,Credit Card,Delivered,East
ORD005980,CUST00535,2025-11-19,PROD0097,3,0.2,6.58,Online,Net Banking,Returned,South
ORD005981,CUST00866,2025-11-18,PROD0017,5,0.25,13.91,Online,Debit Card,Delivered,South
ORD005982,CUST00859,2025-11-19,PROD0119,2,0.0,10.29,Mobile App,COD,Delivered,West
ORD005983,CUST01182,2025-10-20,PROD0101,5,0.2,23.69,Mobile App,Debit Card,Returned,East
ORD005984,CUST00489,2026-03-11,PROD0020,3,0.05,3.16,Mobile App,Net Banking,Delivered,North
ORD005985,CUST00930,2026-05-02,PROD0076,1,0.15,24.34,Online,Wallet,Delivered,North
ORD005986,CUST00512,2025-12-25,PROD0088,5,0.15,5.77,In-Store,Debit Card,Returned,West
ORD005987,CUST00581,06-09-2026,PROD0121,4,0.2,19.32,Mobile App,Credit Card,Delivered,East
ORD005988,CUST00138,2026-04-18,PROD0043,4,0.0,8.47,In-Store,Debit Card,Delivered,East
ORD005989,CUST01224,2026-01-12,PROD0117,3,0.2,3.58,Mobile App,Net Banking,Delivered,South
ORD005990,CUST00855,2025-07-03,PROD0008,1,0.1,21.45,Mobile App,Wallet,Delivered,South
ORD005991,CUST00994,2025-09-07,PROD0015,4,0.0,7.72,Online,Credit Card,Delivered,North
ORD005992,CUST00163,2026-01-19,PROD0093,1,0.0,16.47,In-Store,Wallet,Pending,North
ORD005993,CUST01443,2026-01-20,PROD0084,2,0.3,14.16,Online,Debit Card,Cancelled,North
ORD005994,CUST01625,2025-09-01,PROD0069,1,0.0,11.79,Online,COD,Delivered,South
ORD005995,CUST00599,2026-03-25,PROD0079,5,0.25,,Mobile App,Debit Card,Delivered,South
ORD005996,CUST01198,2025-10-03,PROD0029,1,0.0,18.31,Online,Net Banking,Delivered,West
ORD005997,CUST00713,2025-12-22,PROD0120,3,0.3,2.19,Mobile App,Debit Card,Delivered,South
ORD005998,CUST00282,2026-02-10,PROD0044,6,0.25,16.7,In-Store,Debit Card,Delivered,West
ORD005999,CUST00547,2025-08-16,PROD0092,5,0.0,22.4,Mobile App,Wallet,Delivered,South
ORD006000,CUST00642,2026-07-18,PROD0105,3,0.1,1.44,Mobile App,Credit Card,Delivered,South
ORD006001,CUST00113,2026-02-23,PROD0036,6,0.1,3.52,Mobile App,Wallet,Delivered,North
ORD006002,CUST01132,2026-07-26,PROD0079,3,0.0,17.92,Mobile App,Net Banking,Returned,South
ORD006003,CUST00411,2026-01-09,PROD0064,1,0.1,10.93,Online,Net Banking,Delivered,West
ORD006004,CUST01086,2026-06-20,PROD0026,5,0.3,10.09,In-Store,Wallet,Delivered,East
ORD006005,CUST01282,2026-03-11,PROD0043,6,0.0,3.42,In-Store,Net Banking,Pending,North
ORD006006,CUST00635,2026-03-11,PROD0008,3,0.25,12.67,Online,Debit Card,Delivered,West
ORD006007,CUST00185,2025-11-06,PROD0075,4,0.25,3.16,Mobile App,UPI,Delivered,East
ORD006008,CUST00862,2026-03-01,PROD0014,2,0.15,11.92,Online,Net Banking,Delivered,South
ORD006009,CUST01372,2026-07-24,PROD0058,1,0.0,19.09,Mobile App,Debit Card,Delivered,East
ORD006010,CUST00913,2025-07-20,PROD0005,4,0.0,6.46,In-Store,UPI,Delivered,West
ORD006011,CUST00982,0000-00-00,PROD0090,6,0.0,12.02,In-Store,Wallet,Delivered,East
ORD006012,CUST01972,2025-10-06,PROD0005,2,0.15,24.8,Mobile App,Wallet,Delivered,South
ORD006013,CUST01608,2026-01-16,PROD0105,4,0.25,17.17,In-Store,UPI,Delivered,South
ORD006014,CUST00610,2025-09-27,PROD0057,-3,0.1,21.03,Online,Net Banking,Delivered,South
ORD006015,CUST00812,2025-09-19,PROD0011,3,0.15,10.37,Mobile App,COD,Delivered,East
ORD006016,CUST00547,2025-11-15,PROD0078,6,0.3,19.2,Mobile App,Wallet,Delivered,North
ORD006017,CUST00991,2026-06-13,PROD0018,1,0.15,1.01,In-Store,COD,Delivered,North
ORD006018,CUST01203,2026-07-24,PROD0085,3,0.1,3.07,Mobile App,UPI,Delivered,East
ORD006019,CUST01010,2025-11-04,PROD0111,4,0.2,5.08,Mobile App,Credit Card,Delivered,West
ORD006020,CUST01416,2025-08-19,PROD0112,5,0.0,10.05,Mobile App,Wallet,Cancelled,North
ORD006021,CUST00039,2026-02-09,PROD0096,4,0.25,21.14,Mobile App,Credit Card,Returned,West
ORD006022,CUST00064,2026-03-29,PROD0108,4,0.1,8.66,In-Store,Net Banking,Delivered,East
ORD006023,CUST00262,2026-06-29,PROD0019,1,0.0,16.37,Online,Debit Card,Pending,North
ORD006024,CUST01696,2026-02-13,PROD0083,4,0.05,17.73,Mobile App,Credit Card,Delivered,North
ORD006025,CUST01966,2026-05-04,PROD0061,3,0.3,14.65,In-Store,Net Banking,Delivered,South
ORD006026,CUST00413,2025-10-13,PROD0051,4,0.25,8.93,Mobile App,UPI,Delivered,East
ORD006027,CUST01949,2025-07-31,PROD0023,2,0.15,14.43,Mobile App,Credit Card,Delivered,East
ORD006028,CUST01078,2026-06-26,PROD0066,1,0.3,8.56,Online,Debit Card,Delivered,East
ORD006029,CUST01295,2025-10-07,PROD0118,2,0.0,2.1,Mobile App,Credit Card,Delivered,East
ORD006030,CUST01273,2025-08-13,PROD0083,3,0.0,24.82,In-Store,Debit Card,Returned,North
ORD006031,CUST00305,2025-11-10,PROD0007,4,0.3,3.18,In-Store,Credit Card,Delivered,South
ORD006032,CUST00487,2025-12-17,PROD0023,4,0.3,1.81,Online,UPI,Delivered,East
ORD006033,CUST00865,2026-01-04,PROD0114,6,0.3,21.96,Online,Credit Card,Delivered,West
ORD006034,CUST00745,07-28-2026,PROD0016,6,0.0,7.55,In-Store,Wallet,Delivered,East
ORD006035,CUST01416,2025-12-08,PROD0014,2,0.3,16.26,Mobile App,Debit Card,Pending,West
ORD006036,CUST01781,2025-11-06,PROD0069,6,0.25,8.23,Mobile App,Net Banking,Delivered,North
ORD006037,CUST01901,2026-02-23,PROD0023,1,0.05,9.79,Online,Net Banking,Delivered,North
ORD006038,CUST01691,2025-09-09,PROD0068,3,0.05,6.55,In-Store,Credit Card,Delivered,North
ORD006039,CUST01229,2026-04-16,PROD0012,2,0.0,8.58,Mobile App,UPI,Delivered,East
ORD006040,CUST00445,2025-08-25,PROD0051,4,0.05,10.27,Online,COD,Returned,North
ORD006041,CUST01708,2025-11-26,PROD0121,5,0.05,18.01,Mobile App,Wallet,Delivered,East
ORD006042,CUST01962,2026-01-08,PROD0056,6,0.2,12.79,Mobile App,Debit Card,Delivered,East
ORD006043,CUST01617,2025-08-31,PROD0027,6,0.0,23.59,Online,Debit Card,Delivered,East
ORD006044,CUST00062,2026-07-19,PROD0118,6,0.0,1.05,In-Store,COD,Delivered,West
ORD006045,CUST01078,2026-06-03,PROD0086,4,0.15,12.58,Online,Credit Card,Delivered,West
ORD006046,CUST00739,2025-10-14,PROD0002,6,0.0,14.61,In-Store,COD,Delivered,West
ORD006047,CUST01536,2026-05-21,PROD0076,1,0.0,23.0,In-Store,Debit Card,Delivered,South
ORD006048,CUST01332,0000-00-00,PROD0069,1,0.1,1.23,Mobile App,UPI,Pending,South
ORD006049,CUST01353,2025-08-17,PROD0097,-3,0.2,14.34,Online,Net Banking,Delivered,South
ORD006050,CUST01220,2025-07-05,PROD0019,4,0.2,21.34,Mobile App,COD,Delivered,East
ORD006051,CUST01422,2025-12-31,PROD0068,6,0.0,6.05,Online,UPI,Returned,East
ORD006052,CUST01278,2026-06-12,PROD0075,1,0.15,21.91,Mobile App,Net Banking,Delivered,South
ORD006053,CUST00863,2026-05-05,PROD0056,2,0.0,0.48,In-Store,Credit Card,Delivered,East
ORD006054,CUST00472,2026-06-16,PROD0077,1,0.15,18.31,In-Store,UPI,Delivered,East
ORD006055,CUST00842,2025-09-25,PROD0112,5,0.0,23.33,Online,Credit Card,Returned,North
ORD006056,CUST01527,2025-07-30,PROD0092,3,0.25,16.43,In-Store,Debit Card,Delivered,South
ORD006057,CUST00337,2025-11-19,PROD0066,2,0.2,10.98,Mobile App,Wallet,Delivered,South
ORD006058,CUST00732,2026-01-09,PROD0089,5,0.15,1.12,In-Store,Credit Card,Delivered,West
ORD006059,CUST00535,2026-01-12,PROD0009,4,0.2,23.0,In-Store,COD,Delivered,East
ORD006060,CUST00353,2026-02-25,PROD0001,4,0.1,11.76,Online,Debit Card,Delivered,West
ORD006061,CUST01472,2026-01-09,PROD0067,1,0.2,0.72,In-Store,Credit Card,Delivered,South
ORD006062,CUST00279,2026-06-27,PROD0028,6,0.25,17.25,Online,COD,Delivered,North
ORD006063,CUST00988,2025-10-18,PROD0010,1,0.0,12.05,Mobile App,UPI,Delivered,South
ORD006064,CUST00391,2025-09-13,PROD0101,1,0.25,3.11,In-Store,Debit Card,Delivered,South
ORD006065,CUST00366,2026-03-04,PROD0014,2,0.2,5.36,Mobile App,Credit Card,Returned,East
ORD006066,CUST00837,2025-08-09,PROD0111,3,0.25,1.61,Mobile App,Net Banking,Delivered,South
ORD006067,CUST01447,2025-09-06,PROD0039,1,0.1,14.36,Mobile App,Net Banking,Delivered,East
ORD006068,CUST00952,2025-08-27,PROD0048,1,0.0,15.55,In-Store,Wallet,Delivered,North
ORD006069,CUST01509,2026-01-11,PROD0051,4,0.05,12.64,In-Store,Net Banking,Delivered,North
ORD006070,CUST01796,2026-03-21,PROD0038,3,0.3,20.43,In-Store,Debit Card,Delivered,South
ORD006071,CUST00012,2026-07-08,PROD0109,6,0.15,21.53,In-Store,Net Banking,Delivered,South
ORD006072,CUST01852,2025-10-12,PROD0098,5,0.15,15.39,Mobile App,Credit Card,Returned,North
ORD006073,CUST01865,2026-01-30,PROD0068,2,0.0,0.32,In-Store,Credit Card,Delivered,North
ORD006074,CUST00953,2025-10-07,PROD0012,5,0.0,17.38,In-Store,Credit Card,Delivered,East
ORD006075,CUST01002,2026-06-26,PROD0117,5,0.0,10.45,Online,Credit Card,Delivered,North
ORD006076,CUST00225,2025-10-08,PROD0107,5,0.0,14.14,Online,Net Banking,Returned,South
ORD006077,CUST01326,2026-05-25,PROD0065,5,0.1,16.23,Online,COD,Delivered,East
ORD006078,CUST01094,2026-05-05,PROD0096,5,0.3,8.76,Mobile App,Wallet,Delivered,South
ORD006079,CUST01924,2026-06-10,PROD0041,3,0.0,22.93,In-Store,Credit Card,Returned,North
ORD006080,CUST01217,2026-02-06,PROD0096,1,0.05,3.35,Mobile App,Net Banking,Delivered,East
ORD006081,CUST01013,2025-08-07,PROD0054,6,0.15,16.79,Mobile App,Net Banking,Returned,East
ORD006082,CUST01721,2026-03-25,PROD0008,6,0.1,0.11,Mobile App,UPI,Cancelled,North
ORD006083,CUST00455,2026-06-03,PROD0075,6,0.15,23.12,Online,Net Banking,Delivered,West
ORD006084,CUST00419,2025-12-26,PROD0085,4,0.1,2.81,Online,Debit Card,Cancelled,South
ORD006085,CUST00306,2025-10-05,PROD0071,4,0.0,2.37,Mobile App,Debit Card,Delivered,North
ORD006086,CUST00555,2025-12-07,PROD0005,5,0.2,8.33,In-Store,Debit Card,Returned,South
ORD006087,CUST01241,2025-08-09,PROD0023,2,0.0,9.34,Mobile App,Net Banking,Delivered,East
ORD006088,CUST00195,2026-04-28,PROD0054,5,0.2,5.36,Mobile App,Net Banking,Delivered,East
ORD006089,CUST00756,2026-01-05,PROD0087,1,0.0,14.63,Online,Credit Card,Delivered,North
ORD006090,CUST01635,2025-07-20,PROD0033,6,0.0,11.07,In-Store,Debit Card,Delivered,South
ORD006091,CUST00253,2025-11-06,PROD0025,3,0.15,0.85,In-Store,UPI,Cancelled,West
ORD006092,CUST00892,2025-10-09,PROD0041,4,0.3,7.99,Mobile App,COD,Delivered,North
ORD006093,CUST00087,2025-08-17,PROD0010,5,0.0,20.26,Online,COD,Delivered,East
